"","Observed","TDboost","EMTboost"
"1",94.02416918,55.5766012695533,16.8322175245859
"2",403.2317221,51.298369956049,14.4615812489073
"3",2531.689124,51.482806643579,14.7694179377185
"4",4032.199396,22.5179444924055,9.44302124613097
"5",94.02416918,45.3670636182938,13.5756760503476
"6",208.4909366,56.4254255140408,13.4242275967993
"7",2837.220544,52.4032784979906,14.1918739392514
"8",3639.996073,50.0831509132772,14.9916048922512
"9",210.2936556,53.0918462710198,14.5870702680919
"10",1223.398187,51.4566349737839,15.5435820651472
"11",97.32326284,52.7569634771007,15.0286726480389
"12",11422.34592,44.6173171494564,16.3834777247232
"13",21735.13595,48.2588983091132,13.3614925115221
"14",100.7166163,29.8179963819038,9.71910208059859
"15",7242.771299,48.2588983091132,13.3614925115221
"16",207.6190332,51.7284961463815,15.3883487847349
"17",81.54652568,56.5588157826605,15.6669177763726
"18",300.4060423,47.7945016663686,13.2994541766197
"19",90.4305136,52.0903188626857,15.1201600651322
"20",1118.428097,50.0831509132772,14.9916048922512
"21",779.2694864,51.482806643579,14.7694179377185
"22",779.2694864,51.482806643579,14.7694179377185
"23",3849.582779,54.575218121215,14.009691983344
"24",2629.636858,53.21496600066,15.0514188457163
"25",295.1981873,52.2411517328363,14.6614877903787
"26",497.6800604,52.764703462038,15.0980870306216
"27",217.0450151,50.0831509132772,14.9916048922512
"28",845.239577,52.8696601548944,15.0252243308104
"29",1911.223867,51.8048794833232,14.8324030626588
"30",442.8797583,46.1268259690083,12.6366519742831
"31",325.4202417,52.9712716951771,18.1317605038029
"32",2397.203927,49.0029684643501,14.9028641109578
"33",6280.060423,43.6152324318414,11.1511566128199
"34",1087.675831,50.0831509132772,14.9916048922512
"35",102.5900302,46.5562114510117,12.1545913229694
"36",9978.273716,47.867429223373,12.9801501336685
"37",938.2386707,53.2104296894515,15.3223932895215
"38",208.4909366,56.4254255140408,13.4242275967993
"39",347.1471299,41.2485424695637,12.6105108997143
"40",1562.356495,10.969095886968,4.12017844280037
"41",762.6797583,61.6159393443085,17.1008659216253
"42",4326.52568,48.7177412573145,14.4386622637713
"43",4395.288218,52.6509417679838,15.5673492567161
"44",1418.610272,55.9209085138467,15.7804669944151
"45",166.41571,54.5930757702169,17.4843723432994
"46",388.7510574,40.7779339069753,12.7745640373636
"47",562.8960725,56.6502089375194,16.2828436427874
"48",3185.604834,49.0029684643501,14.9028641109578
"49",397.5407855,44.6662542494824,14.0300068142127
"50",149.8141994,51.2479844800417,14.5478402202479
"51",346.9939577,48.7544750757555,13.7339675129538
"52",751.4510574,37.925696965919,12.7484317668615
"53",2185.614199,50.6284121702952,14.9362274549239
"54",2092.567976,50.3212314808343,13.2928530673112
"55",97.32326284,53.4239473621973,14.0774477113479
"56",799.9477341,27.9147833343524,9.01149968018616
"57",1422.616314,51.9635808012037,15.3968974527161
"58",419.2912387,43.3520648686293,11.6279784721304
"59",1418.610272,64.5980162172322,13.6204587127689
"60",802.5398792,52.9154305378715,14.756386948548
"61",306.2148036,51.6327083648813,15.0487716843401
"62",779.2694864,51.482806643579,14.7694179377185
"63",1733.626586,53.8035346551057,14.009511484848
"64",1418.610272,60.594563184817,21.5622318794417
"65",156.247432,54.4181086880505,15.6115829393807
"66",314.5567976,44.4599882852659,12.3277182301487
"67",525.7577039,54.2745648256962,15.2889162382836
"68",97.32326284,49.6118133036522,15.1860886177063
"69",7056.938066,41.2027391777202,10.0484434637015
"70",572.4752266,53.3905522356498,15.8818416071736
"71",1418.610272,64.5980162172322,13.6204587127689
"72",1030.471903,55.9287148376141,15.7747331900534
"73",122.5259819,56.3744351637532,13.7520314345784
"74",3368.36284,51.1702280200712,15.6013325806258
"75",572.4752266,53.3905522356498,15.8818416071736
"76",541.8407855,49.0996760397973,12.7411942293419
"77",2764.169184,49.8797194572332,12.7411942293419
"78",391.0722054,52.8696601548944,15.0252243308104
"79",1418.610272,48.7544750757555,13.3483468007744
"80",28.32507553,10.925962726997,4.14336862994098
"81",106.8199396,27.5308511164062,9.01149968018616
"82",514.5879154,50.2347610962106,16.1964534213692
"83",90.41873112,51.7083237358539,13.3190080117209
"84",97.65317221,51.9635808012037,15.6098893468703
"85",94.02416918,55.4459854307599,15.1334566159047
"86",42.33444109,43.3814657665506,13.3201521648063
"87",1223.398187,51.4566349737839,15.5435820651472
"88",5968.354985,121.317319577947,33.5270534612763
"89",4403.830514,70.9423978079354,19.1412448066309
"90",168.0063444,49.050964547591,15.0919377642712
"91",2605.141088,54.3009586425302,18.0991566944516
"92",180.978852,44.0293851196755,12.663901565242
"93",907.41571,47.825944925469,13.8367727928195
"94",82.53625378,28.2585748906847,9.43587911627909
"95",2828.053776,53.2282763886464,14.1153734404747
"96",1468.096677,60.7374551838994,18.796810895643
"97",9252.437764,36.6867012560516,12.2251051220454
"98",508.5435045,51.3279496947949,15.2646921079416
"99",772.741994,39.3237536205006,10.9034250467382
"100",1383.015408,46.8890414855409,13.248131014943
"101",8.55407855,53.3905522356498,15.8818416071736
"102",1418.610272,7.89245203298033,3.4790861468765
"103",19.54712991,57.410937343961,10.5767099698981
"104",1418.610272,52.0954490846425,13.3621193201483
"105",0,10.9045935496914,3.69857864898634
"106",0,53.9979984323293,12.6933817263368
"107",0,50.608176351258,13.1316556939201
"108",0,11.7257964666495,4.65906336725821
"109",0,10.7778340516447,3.39790139695262
"110",0,47.825944925469,13.8367727928195
"111",0,10.925962726997,4.14336862994098
"112",0,10.9765945062952,4.52023466243941
"113",0,53.4934815073496,13.5892255967821
"114",0,10.9765945062952,4.52023466243941
"115",0,66.1479653447983,22.7620364463413
"116",0,51.6327083648813,15.0926011677951
"117",0,11.2968597388106,3.81397864925744
"118",0,26.5839833173378,7.1604096050635
"119",0,9.34513920116224,2.96599961906332
"120",0,8.61411544861809,3.20792286408987
"121",0,8.53750659391526,2.64201318696823
"122",0,9.41821146511592,2.90365124625345
"123",0,44.3537402204299,12.8611351949192
