0,477,9,M,A,1,2,58,N,50,BER,Q,INJ,ES,200-220,H,2
0,208,1,M,A,50,1,52,N,76,BER,K,IDS,GO,180-190,M1,3
1,315,1,M,A,50,1,65,N,60,TT,P,IDS,GO,S220,M2,2
0,209,10,M,A,55,2,37,N,95,BER,H,INJ,GO,150-160,M2,3
1,118,1,F,C,50,2,27,N,95,BER,H,INJ,ES,170-180,B,3
0,659,2,M,A,60,1,74,N,73,BER,N,INJ,ES,S220,M2,1
1,433,9,F,A,60,1,72,N,50,BER,G,INJ,ES,150-160,B,2
0,84,10,M,A,50,1,27,N,95,BER,B,CAR,ES,140-150,B,3
0,460,4,M,A,50,3,66,N,97,BER,M,INJ,ES,200-220,M2,1
0,131,4,F,A,1,1,37,N,90,BER,G,INJ,ES,180-190,B,3
0,420,4,M,A,50,2,54,N,50,BER,K,INJ,ES,180-190,M1,1
0,368,2,M,A,50,2,49,N,51,MSPF,O,IDS,GO,170-180,H,3
0,628,10,M,A,60,1,78,N,50,BER,L,INJ,ES,200-220,H,3
0,378,10,F,C,55,2,51,O,50,BER,F,CAR,ES,160-170,M1,2
0,121,9,M,C,50,2,28,N,95,BER,H,INJ,ES,170-180,B,3
0,207,2,M,A,48,1,49,N,51,BER,I,INJ,ES,180-190,M2,3
0,490,3,M,A,50,3,60,N,85,BER,Q,INJ,ES,S220,H,2
0,308,1,F,A,50,2,46,N,50,BER,F,INJ,ES,150-160,B,3
0,413,2,M,A,50,3,57,N,53,CTE,F,INJ,GO,160-170,B,3
0,213,10,F,C,50,2,36,O,72,BER,C,CAR,ES,130-140,B,3
0,427,1,M,A,46,3,57,N,85,CTE,K,IDS,GO,130-140,0,3
0,203,1,M,A,50,4,35,N,53,CTE,K,IDS,GO,150-160,0,3
0,196,1,M,C,50,2,38,N,50,BER,H,IDS,GO,160-170,B,3
0,289,10,M,A,48,2,48,N,50,BER,K,INJ,ES,190-200,M2,3
0,466,1,M,A,50,1,58,O,50,BER,F,INJ,ES,160-170,A,2
1,580,2,F,A,60,1,77,N,50,BER,E,INJ,ES,150-160,A,3
0,83,1,M,A,50,2,31,N,80,MSPF,M,IDS,GO,180-190,M2,3
0,178,5,M,C,50,1,33,N,57,BER,D,INJ,ES,150-160,A,2
0,128,9,F,A,46,2,28,N,64,BER,I,INJ,ES,200-220,B,3
0,255,2,F,C,50,1,41,N,90,BER,L,IDS,GO,170-180,B,3
0,477,10,M,A,50,1,64,O,50,BER,J,CAR,ES,170-180,M2,3
0,264,10,M,A,48,3,45,N,76,CTE,I,INJ,GO,001-130,0,3
0,281,4,F,A,50,3,50,N,80,BER,I,INJ,ES,170-180,B,2
0,259,7,M,C,55,2,41,N,72,BER,C,INJ,ES,130-140,M1,3
0,72,7,M,A,50,3,30,N,95,BER,D,INJ,ES,150-160,B,3
0,93,4,M,C,50,2,28,N,85,BER,F,INJ,ES,160-170,B,2
1,158,2,F,A,50,2,32,N,106,MSPF,J,INJ,ES,180-190,M1,2
0,286,10,F,A,55,1,45,O,50,BER,C,CAR,ES,140-150,B,3
0,339,7,M,A,50,2,46,N,50,TT,K,INJ,ES,160-170,M2,3
0,247,7,F,A,49,1,42,O,50,BER,F,INJ,ES,160-170,B,3
0,172,4,F,A,50,2,32,N,76,CAB,L,INJ,ES,190-200,M1,3
0,334,7,M,A,50,2,55,N,72,BER,F,INJ,ES,150-160,B,3
0,13,4,M,C,50,2,24,N,95,BRK,H,INJ,GO,140-150,M1,3
0,310,2,M,A,50,2,44,N,50,TT,P,INS,GO,150-160,H,2
0,524,2,M,A,60,1,62,N,50,BER,L,IDS,GO,190-200,M2,2
0,125,10,F,A,50,2,28,N,72,BER,F,INJ,GO,150-160,B,3
0,292,7,F,A,50,2,45,O,50,BER,D,INJ,ES,150-160,B,2
0,141,10,M,C,50,2,32,N,100,CPE,I,INJ,ES,190-200,M1,3
0,578,7,M,A,42,2,73,N,50,BER,E,INJ,ES,150-160,A,3
0,183,10,F,A,50,2,35,N,95,BER,B,CAR,ES,140-150,B,3
1,311,4,M,A,50,2,44,N,50,MSPF,N,IDS,GO,150-160,H,1
0,491,2,M,A,60,1,61,N,67,BER,J,INJ,ES,190-200,M2,1
0,103,10,M,C,50,2,26,N,64,CAB,Z,INJ,ES,S220,H,1
0,228,7,M,A,50,2,49,N,50,BER,P,INS,GO,200-220,H,1
0,165,10,M,C,26,2,33,N,76,BER,D,INJ,ES,140-150,B,3
0,122,10,M,A,50,2,32,N,95,BER,C,CAR,ES,160-170,H,3
0,321,3,M,A,50,3,46,N,50,MSPHF,J,INJ,ES,180-190,M1,3
0,224,4,M,A,50,1,37,O,64,MSPHF,K,IDS,GO,150-160,M2,2
1,504,9,M,A,50,2,60,N,70,BER,O,INJ,ES,200-220,M2,3
0,412,3,F,A,60,1,65,N,50,BER,I,INJ,ES,190-200,M1,3
0,165,5,M,C,50,2,31,N,95,BRK,H,INJ,ES,170-180,M1,3
0,330,2,M,A,1,3,47,N,50,CPE,C,INS,ES,130-140,A,3
0,103,5,M,A,50,2,27,N,95,BER,F,INJ,ES,170-180,B,3
0,519,1,M,C,50,2,70,N,50,CAB,P,INJ,ES,S220,M2,2
0,110,10,F,A,49,3,45,N,90,BRK,H,CAR,ES,180-190,M2,3
0,324,7,M,A,50,1,45,N,51,MSPHF,P,INJ,ES,170-180,H,2
0,197,7,F,C,50,2,34,N,50,BER,C,INJ,ES,150-160,B,3
0,100,3,M,C,50,2,28,N,100,BER,H,INJ,ES,180-190,B,3
0,134,9,M,A,55,2,34,N,57,BER,K,IDS,GO,170-180,M1,3
0,217,4,M,C,42,2,36,N,50,BER,K,IDS,GO,190-200,M1,2
0,263,10,F,A,50,2,47,N,100,BER,B,CAR,ES,140-150,B,3
1,426,1,M,A,50,3,54,N,50,BER,O,INJ,ES,S220,M2,2
0,456,10,M,A,50,2,58,N,50,BER,G,CAR,ES,150-160,M1,3
0,153,3,M,A,55,2,33,N,64,BER,J,IDS,GO,180-190,M1,2
0,404,4,M,C,46,3,51,N,50,CPE,L,INJ,ES,200-220,H,3
0,262,10,M,C,50,1,44,N,68,BER,G,CAR,ES,150-160,0,3
0,249,10,M,A,50,2,39,N,76,BER,H,CAR,ES,180-190,M2,3
1,404,1,F,C,60,1,62,N,125,BER,F,INJ,ES,160-170,B,3
1,521,7,F,A,50,2,66,N,50,BER,I,INJ,GO,150-160,M1,3
0,296,10,M,C,50,2,43,N,50,BER,L,INJ,ES,190-200,M2,3
1,135,1,M,A,66,3,29,N,76,CAB,L,INJ,ES,200-220,M1,1
0,394,10,F,A,46,1,51,N,50,BER,F,INJ,GO,150-160,B,3
